Date,lstmkospi,grukospi,lstmsemi,grusemi,lstmlog,grulog,arimakospi,arimasemi,arimalog,fbkospi,fblog,fbsemi,nukospi,nulog,nusemi,kospivol,semivol,logvol,P_lstmkospi,P_grukospi,P_lstmsemi,P_grusemi,P_lstmlog,P_grulog,P_arimakospi,P_arimasemi,P_arimalog,P_fbkospi,P_fblog,P_fbsemi,P_nukospi,P_nulog,P_nusemi
2017-09-25,21918,21918,26044,26044,3097,3097,21918,26044,3097,21918,3097,26044,21918,3097,26044,378280,23356,7019,,,,,,,,,,,,,,,
2017-09-26,21813,21813,25772,25772,3127,3127,21813,25772,3127,21813,3127,25772,21813,3127,25772,381583,12173,15640,,,,,,,,,,,,,,,
2017-09-27,21765,21765,25924,25924,3127,3127,21765,25924,3127,21765,3127,25924,21765,3127,25924,153876,51529,48470,,,,,,,,,,,,,,,
2017-09-28,21845,21845,26063,26063,3107,3107,21845,26063,3107,21845,3107,26063,21845,3107,26063,170443,9357,6452,,,,,,,,,,,,,,,
2017-09-29,22042,22042,26137,26137,3167,3167,22042,26137,3167,22042,3167,26137,22042,3167,26137,185584,10024,4174,,,,,,,,,,,,,,,
2017-10-10,22368,22368,26868,26868,3152,3152,22368,26868,3152,22368,3152,26868,22368,3152,26868,186285,41983,48155,,,,,,,,,,,,,,,
2017-10-11,22592,22592,27119,27119,3137,3137,22592,27119,3137,22592,3137,27119,22592,3137,27119,415999,17085,10751,,,,,,,,,,,,,,,
2017-10-12,22739,22739,27070,27070,3122,3122,22739,27070,3122,22739,3122,27070,22739,3122,27070,368226,12741,14757,,,,,,,,,,,,,,,
2017-10-13,22720,22720,26471,26471,3102,3102,22720,26471,3102,22720,3102,26471,22720,3102,26471,128970,21209,28445,,,,,,,,,,,,,,,
2017-10-16,22840,22840,26097,26097,3044,3044,22840,26097,3044,22840,3044,26097,22840,3044,26097,186979,18974,12409,,,,,,,,,,,,,,,
2017-10-17,22853,22853,26320,26320,3034,3034,22853,26320,3034,22853,3034,26320,22853,3034,26320,150583,13213,20311,,,,,,,,,,,,,,,
2017-10-18,22853,22853,26044,26044,3059,3059,22853,26044,3059,22853,3059,26044,22853,3059,26044,174020,26819,11693,,,,,,,,,,,,,,,
2017-10-19,22818,22818,26251,26251,3112,3112,22818,26251,3112,22818,3112,26251,22818,3112,26251,145316,8743,46746,,,,,,,,,,,,,,,
2017-10-20,22904,22904,26344,26344,3097,3097,22904,26344,3097,22904,3097,26344,22904,3097,26344,151849,14076,26703,,,,,,,,,,,,,,,
2017-10-23,22958,22958,26644,26644,3039,3039,22958,26644,3039,22958,3039,26644,22958,3039,26644,167626,10705,59872,,,,,,,,,,,,,,,
2017-10-24,22909,22909,26514,26514,3044,3044,22909,26514,3044,22909,3044,26514,22909,3044,26514,158874,7043,9988,,,,,,,,,,,,,,,
2017-10-25,22982,22982,26791,26791,3034,3034,22982,26791,3034,22982,3034,26791,22982,3034,26791,169824,5545,6287,,,,,,,,,,,,,,,
2017-10-26,22803,22803,26063,26063,3107,3107,22803,26063,3107,22803,3107,26063,22803,3107,26063,189127,13269,15549,,,,,,,,,,,,,,,
2017-10-27,22951,22951,26122,26122,3132,3132,22951,26122,3132,22951,3132,26122,22951,3132,26122,160766,9443,86631,,,,,,,,,,,,,,,
2017-10-30,22992,22992,26349,26349,3097,3097,22992,26349,3097,22992,3097,26349,22992,3097,26349,149992,5395,27346,,,,,,,,,,,,,,,
2017-10-31,23271,23271,26882,26882,3142,3142,23271,26882,3142,23271,3142,26882,23271,3142,26882,182827,15876,35031,,,,,,,,,,,,,,,
2017-11-01,23490,23490,26877,26877,3112,3112,23490,26877,3112,23490,3112,26877,23490,3112,26877,227590,36955,37857,,,,,,,,,,,,,,,
2017-11-02,23427,23427,26561,26561,3112,3112,23427,26561,3112,23427,3112,26561,23427,3112,26561,172679,5463,35646,,,,,,,,,,,,,,,
2017-11-03,23515,23515,26776,26776,3097,3097,23515,26776,3097,23515,3097,26776,23515,3097,26776,186577,9493,100565,,,,,,,,,,,,,,,
2017-11-06,23500,23500,26776,26776,3102,3102,23500,26776,3102,23500,3102,26776,23500,3102,26776,225308,5331,54093,,,,,,,,,,,,,,,
2017-11-07,23437,23437,26858,26858,3078,3078,23437,26858,3078,23437,3078,26858,23437,3078,26858,165005,7320,18875,,,,,,,,,,,,,,,
2017-11-08,23460,23460,26958,26958,3064,3064,23460,26958,3064,23460,3064,26958,23460,3064,26958,207967,20758,34729,,,,,,,,,,,,,,,
2017-11-09,23432,23432,26721,26721,3029,3029,23432,26721,3029,23432,3029,26721,23432,3029,26721,168210,13331,16105,,,,,,,,,,,,,,,
2017-11-10,23367,23367,26953,26953,3004,3004,23367,26953,3004,23367,3004,26953,23367,3004,26953,146606,8693,19979,,,,,,,,,,,,,,,
2017-11-13,23332,23332,27169,27169,2994,2994,23332,27169,2994,23332,2994,27169,23332,2994,27169,139191,12347,11872,,,,,,,,,,,,,,,
2017-11-14,23216,23216,27700,27700,3009,3009,23216,27700,3009,23216,3009,27700,23216,3009,27700,212872,16730,12830,,,,,,,,,,,,,,,
2017-11-15,23198,23198,27206,27206,2926,2926,23198,27206,2926,23198,2926,27206,23198,2926,27206,128831,21545,44960,,,,,,,,,,,,,,,
2017-11-16,23312,23312,27629,27629,2961,2961,23312,27629,2961,23312,2961,27629,23312,2961,27629,132443,17466,40288,,,,,,,,,,,,,,,
2017-11-17,23344,23344,27531,27531,3049,3049,23344,27531,3049,23344,3049,27531,23344,3049,27531,135382,8348,138172,,,,,,,,,,,,,,,
2017-11-20,23307,23307,27376,27376,3024,3024,23307,27376,3024,23307,3024,27376,23307,3024,27376,252747,7361,51163,,,,,,,,,,,,,,,
2017-11-21,23298,23298,27662,27662,2961,2961,23298,27662,2961,23298,2961,27662,23298,2961,27662,285957,9937,70373,,,,,,,,,,,,,,,
2017-11-22,23317,23317,28083,28083,2956,2956,23317,28083,2956,23317,2956,28083,23317,2956,28083,158648,11332,22377,,,,,,,,,,,,,,,
2017-11-23,23293,23293,27986,27986,2966,2966,23293,27986,2966,23293,2966,27986,23293,2966,27986,128701,10684,12806,,,,,,,,,,,,,,,
2017-11-24,23377,23377,28200,28200,2980,2980,23377,28200,2980,23377,2980,28200,23377,2980,28200,787256,8071,19685,,,,,,,,,,,,,,,
2017-11-27,23115,23115,27768,27768,2961,2961,23115,27768,2961,23115,2961,27768,23115,2961,27768,142736,21597,2083,,,,,,,,,,,,,,,
2017-11-28,23130,23130,27448,27448,2976,2976,23130,27448,2976,23130,2976,27448,23130,2976,27448,103357,18709,5671,,,,,,,,,,,,,,,
2017-11-29,23087,23087,27639,27639,2956,2956,23087,27639,2956,23087,2956,27639,23087,2956,27639,6399,7959,20651,,,,,,,,,,,,,,,
2017-11-30,22794,22794,26571,26571,3014,3014,22794,26571,3014,22794,3014,26571,22794,3014,26571,39604,44116,15132,,,,,,,,,,,,,,,
2017-12-01,22822,22822,26707,26707,2976,2976,22822,26707,2976,22822,2976,26707,22822,2976,26707,7321,18612,23356,,,,,,,,,,,,,,,
2017-12-04,22982,22982,26726,26726,3009,3009,22982,26726,3009,22982,3009,26726,22982,3009,26726,5542,22887,19540,,,,,,,,,,,,,,,
2017-12-05,23087,23087,26519,26519,3039,3039,23087,26519,3039,23087,3039,26519,23087,3039,26519,7659,4974,29014,,,,,,,,,,,,,,,
2017-12-06,22813,22813,25981,25981,3014,3014,22813,25981,3014,22813,3014,25981,22813,3014,25981,5034,17180,24975,,,,,,,,,,,,,,,
2017-12-07,22675,22675,25603,25603,2976,2976,22675,25603,2976,22675,2976,25603,22675,2976,25603,23141,13914,65920,,,,,,,,,,,,,,,
2017-12-08,22680,22680,25754,25754,2941,2941,22680,25754,2941,22680,2941,25754,22680,2941,25754,4393,11253,3476,,,,,,,,,,,,,,,
2017-12-11,22753,22753,26161,26161,2951,2951,22753,26161,2951,22753,2951,26161,22753,2951,26161,119344,10000,3899,,,,,,,,,,,,,,,
2017-12-12,22615,22615,25914,25914,2917,2917,22615,25914,2917,22615,2917,25914,22615,2917,25914,27540,3339,28105,,,,,,,,,,,,,,,
2017-12-13,22835,22835,26019,26019,2946,2946,22835,26019,2946,22835,2946,26019,22835,2946,26019,311284,18678,58598,,,,,,,,,,,,,,,
2017-12-14,22977,22977,26073,26073,2966,2966,22977,26073,2966,22977,2966,26073,22977,2966,26073,2407,22805,20983,,,,,,,,,,,,,,,
2017-12-15,22818,22818,25971,25971,2966,2966,22818,25971,2966,22818,2966,25971,22818,2966,25971,19468,1751,7265,,,,,,,,,,,,,,,
2017-12-18,22803,22803,25759,25759,2926,2926,22803,25759,2926,22803,2926,25759,22803,2926,25759,98388,10418,12746,,,,,,,,,,,,,,,
2017-12-19,22818,22818,26208,26208,2917,2917,22818,26208,2917,22818,2917,26208,22818,2917,26208,276999,10545,6168,,,,,,,,,,,,,,,
2017-12-20,22776,22776,26208,26208,2877,2877,22776,26208,2877,22776,2877,26208,22776,2877,26208,111676,6972,11400,,,,,,,,,,,,,,,
2017-12-21,22395,22395,25307,25307,2817,2817,22395,25307,2817,22395,2817,25307,22395,2817,25307,238079,18858,62550,,,,,,,,,,,,,,,
2017-12-22,22502,22502,26029,26029,2782,2782,22502,26029,2782,22502,2782,26029,22502,2782,26029,19163,19226,351629,,,,,,,,,,,,,,,
2017-12-26,22404,22404,25791,25791,2792,2792,22404,25791,2792,22404,2792,25791,22404,2792,25791,123472,13738,39091,,,,,,,,,,,,,,,
2017-12-27,22725,22725,26364,26364,2837,2837,22725,26364,2837,22725,2837,26364,22725,2837,26364,220757,10894,33055,,,,,,,,,,,,,,,
2017-12-28,23005,23005,26620,26620,2867,2867,23005,26620,2867,23005,2867,26620,23005,2867,26620,95802,33951,24178,,,,,,,,,,,,,,,
2018-01-02,23134,23134,26379,26379,2951,2951,23134,26379,2951,23134,2951,26379,23134,2951,26379,118651,64930,56509,,,,,,,,,,,,,,,
2018-01-03,23211,23211,26543,26543,2922,2922,23211,26543,2922,23211,2922,26543,23211,2922,26543,163940,19700,19846,,,,,,,,,,,,,,,
2018-01-04,23033,23033,26058,26058,2912,2912,23033,26058,2912,23033,2912,26058,23033,2912,26058,111114,22464,51063,,,,,,,,,,,,,,,
2018-01-05,23307,23307,26291,26291,2902,2902,23307,26291,2902,23307,2902,26291,23307,2902,26291,1252864,27631,39958,,,,,,,,,,,,,,,
2018-01-08,23437,23437,25724,25724,2917,2917,23437,25724,2917,23437,2917,25724,23437,2917,25724,146938,51049,16026,,,,,,,,,,,,,,,
2018-01-09,23340,23340,25608,25608,2917,2917,23340,25608,2917,23340,2917,25608,23340,2917,25608,142535,13354,88744,,,,,,,,,,,,,,,
2018-01-10,23332,23332,25056,25056,2951,2951,23332,25056,2951,23332,2951,25056,23332,2951,25056,135391,15190,14826,,,,,,,,,,,,,,,
2018-01-11,23290,23290,25598,25598,2951,2951,23290,25598,2951,23290,2951,25598,23290,2951,25598,605233,11622,28081,,,,,,,,,,,,,,,
2018-01-12,23317,23317,25443,25443,2980,2980,23317,25443,2980,23317,2980,25443,23317,2980,25443,991124,21130,33294,,,,,,,,,,,,,,,
2018-01-15,23372,23372,25312,25312,3009,3009,23372,25312,3009,23372,3009,25312,23372,3009,25312,114897,52206,36753,,,,,,,,,,,,,,,
2018-01-16,23537,23537,26213,26213,3019,3019,23537,26213,3019,23537,3019,26213,23537,3019,26213,1003647,66706,20534,,,,,,,,,,,,,,,
2018-01-17,23478,23478,26233,26233,2976,2976,23478,26233,2976,23478,2976,26233,23478,2976,26233,378203,37426,17250,,,,,,,,,,,,,,,
2018-01-18,23486,23486,26635,26635,2956,2956,23486,26635,2956,23486,2956,26635,23486,2956,26635,138502,40923,18337,,,,,,,,,,,,,,,
2018-01-19,23510,23510,26315,26315,2946,2946,23510,26315,2946,23510,2946,26315,23510,2946,26315,167667,14558,205150,,,,,,,,,,,,,,,
2018-01-22,23353,23353,25578,25578,2961,2961,23353,25578,2961,23353,2961,25578,23353,2961,25578,269113,49730,30207,,,,,,,,,,,,,,,
2018-01-23,23610,23610,25869,25869,2966,2966,23610,25869,2966,23610,2966,25869,23610,2966,25869,113791,12932,33674,,,,,,,,,,,,,,,
2018-01-24,23660,23660,26024,26024,3034,3034,23660,26024,3034,23660,3034,26024,23660,3034,26024,226695,52633,78029,,,,,,,,,,,,,,,
2018-01-25,23836,23836,26489,26489,3083,3083,23836,26489,3083,23836,3083,26489,23836,3083,26489,138374,13570,113496,,,,,,,,,,,,,,,
2018-01-26,23955,23955,26529,26529,3107,3107,23955,26529,3107,23955,3107,26529,23955,3107,26529,137274,16686,99682,,,,,,,,,,,,,,,
2018-01-29,24216,24216,26576,26576,3117,3117,24216,26576,3117,24216,3117,26576,24216,3117,26576,330978,35873,160883,,,,,,,,,,,,,,,
2018-01-30,23950,23950,26015,26015,3132,3132,23950,26015,3132,23950,3132,26015,23950,3132,26015,1528652,30866,87422,,,,,,,,,,,,,,,
2018-01-31,23945,23945,25966,25966,3137,3137,23945,25966,3137,23945,3137,25966,23945,3137,25966,226043,16103,53075,,,,,,,,,,,,,,,
2018-02-01,23964,23964,26276,26276,3127,3127,23964,26276,3127,23964,3127,26276,23964,3127,26276,146246,135353,10220,,,,,,,,,,,,,,,
2018-02-02,23570,23570,25667,25667,3107,3107,23570,25667,3107,23570,3107,25667,23570,3107,25667,190702,54270,376831,,,,,,,,,,,,,,,
2018-02-05,23271,23271,24984,24984,3049,3049,23271,24984,3049,23271,3049,24984,23271,3049,24984,280689,14899,71279,,,,,,,,,,,,,,,
2018-02-06,22904,22904,24920,24920,3004,3004,22904,24920,3004,22904,3004,24920,22904,3004,24920,755009,22253,92663,,,,,,,,,,,,,,,
2018-02-07,22386,22386,25056,25056,2951,2951,22386,25056,2951,22386,2951,25056,22386,2951,25056,267869,25768,77597,,,,,,,,,,,,,,,
2018-02-08,22459,22459,25961,25961,2971,2971,22459,25961,2971,22459,2971,25961,22459,2971,25961,183659,15728,40263,,,,,,,,,,,,,,,
2018-02-09,22023,22023,25535,25535,2941,2941,22023,25535,2941,22023,2941,25535,22023,2941,25535,142404,11384,47277,,,,,,,,,,,,,,,
2018-02-12,22336,22336,25724,25724,2961,2961,22336,25724,2961,22336,2961,25724,22336,2961,25724,156224,4618,52168,,,,,,,,,,,,,,,
2018-02-13,22395,22395,25734,25734,2912,2912,22395,25734,2912,22395,2912,25734,22395,2912,25734,201177,11281,22198,,,,,,,,,,,,,,,
2018-02-14,22569,22569,26237,26237,2946,2946,22569,26237,2946,22569,2946,26237,22569,2946,26237,139832,9958,14605,,,,,,,,,,,,,,,
2018-02-19,22771,22771,26475,26475,3024,3024,22771,26475,3024,22771,3024,26475,22771,3024,26475,138405,12133,15854,,,,,,,,,,,,,,,
2018-02-20,22537,22537,26024,26024,2976,2976,22537,26024,2976,22537,2976,26024,22537,2976,26024,136314,5075,15163,,,,,,,,,,,,,,,
2018-02-21,22665,22665,26471,26471,2990,2990,22665,26471,2990,22665,2990,26471,22665,2990,26471,147623,6189,7693,,,,,,,,,,,,,,,
2018-02-22,22552,22552,26203,26203,2966,2966,22552,26203,2966,22552,2966,26203,22552,2966,26203,169209,5983,15063,,,,,,,,,,,,,,,
2018-02-23,22776,22776,26271,26271,3009,3009,22776,26271,3009,22776,3009,26271,22776,3009,26271,445381,3653,41592,,,,,,,,,,,,,,,
2018-02-26,22909,22909,26218,26218,3014,3014,22909,26218,3014,22909,3014,26218,22909,3014,26218,28030,3798,11533,,,,,,,,,,,,,,,
2018-02-27,22909,22909,26359,26359,2999,2999,22909,26359,2999,22909,2999,26359,22909,2999,26359,69464,3957,18189,,,,,,,,,,,,,,,
2018-02-28,22647,22647,26010,26010,2961,2961,22647,26010,2961,22647,2961,26010,22647,2961,26010,354256,1627,26398,,,,,,,,,,,,,,,
2018-03-02,22377,22377,25879,25879,2897,2897,22377,25879,2897,22377,2897,25879,22377,2897,25879,46909,176291,31450,,,,,,,,,,,,,,,
2018-03-05,22152,22152,25535,25535,2857,2857,22152,25535,2857,22152,2857,25535,22152,2857,25535,81548,4372,17267,,,,,,,,,,,,,,,
2018-03-06,22487,22487,26188,26188,2907,2907,22487,26188,2907,22487,2907,26188,22487,2907,26188,5974,3343,10480,,,,,,,,,,,,,,,
2018-03-07,22404,22404,25986,25986,2887,2887,22404,25986,2887,22404,2887,25986,22404,2887,25986,12478,47264,22227,,,,,,,,,,,,,,,
2018-03-08,22698,22698,26112,26112,2867,2867,22698,26112,2867,22698,2867,26112,22698,2867,26112,43306,1686,17516,,,,,,,,,,,,,,,
2018-03-09,22922,22922,26456,26456,2926,2926,22922,26456,2926,22922,2926,26456,22922,2926,26456,33869,7375,39554,,,,,,,,,,,,,,,
2018-03-12,23156,23156,26926,26926,2931,2931,23156,26926,2931,23156,2931,26926,23156,2931,26926,448752,9760,14657,,,,,,,,,,,,,,,
2018-03-13,23207,23207,27575,27575,2897,2897,23207,27575,2897,23207,2897,27575,23207,2897,27575,23031,36136,24223,,,,,,,,,,,,,,,
2018-03-14,23179,23179,27463,27463,2951,2951,23179,27463,2951,23179,2951,27463,23179,2951,27463,18274,7303,14690,,,,,,,,,,,,,,,
2018-03-15,23194,23194,27411,27411,2966,2966,23194,27411,2966,23194,2966,27411,23194,2966,27411,15608,4619,37624,,,,,,,,,,,,,,,
2018-03-16,23234,23234,27303,27303,2931,2931,23234,27303,2931,23234,2931,27303,23234,2931,27303,9457,21003,3131,,,,,,,,,,,,,,,
2018-03-19,23070,23070,27327,27327,2946,2946,23070,27327,2946,23070,2946,27327,23070,2946,27327,21594,12156,16421,,,,,,,,,,,,,,,
2018-03-20,23174,23174,27169,27169,2951,2951,23174,27169,2951,23174,2951,27169,23174,2951,27169,3624,41670,4875,,,,,,,,,,,,,,,
2018-03-21,23165,23165,26968,26968,2971,2971,23165,26968,2971,23165,2971,26968,23165,2971,26968,3336,11595,8256,,,,,,,,,,,,,,,
2018-03-22,23271,23271,26721,26721,2936,2936,23271,26721,2936,23271,2936,26721,23271,2936,26721,30033,8120,28271,,,,,,,,,,,,,,,
2018-03-23,22505,22505,25113,25113,2847,2847,22505,25113,2847,22505,2847,25113,22505,2847,25113,1350733,12578,63287,,,,,,,,,,,,,,,
2018-03-26,22725,22725,25835,25835,2872,2872,22725,25835,2872,22725,2872,25835,22725,2872,25835,18970,8975,23861,,,,,,,,,,,,,,,
2018-03-27,22808,22808,25588,25588,2922,2922,22808,25588,2922,22808,2922,25588,22808,2922,25588,12844,6622,13086,,,,,,,,,,,,,,,
2018-03-28,22552,22552,25143,25143,2946,2946,22552,25143,2946,22552,2946,25143,22552,2946,25143,356487,5072,353631,,,,,,,,,,,,,,,
2018-03-29,22753,22753,25394,25394,3054,3054,22753,25394,3054,22753,3054,25394,22753,3054,25394,6197,7085,197403,,,,,,,,,,,,,,,
2018-03-30,22840,22840,25598,25598,3029,3029,22840,25598,3029,22840,3029,25598,22840,3029,25598,45607,1983,26225,,,,,,,,,,,,,,,
2018-04-02,22789,22789,25216,25216,3073,3073,22789,25216,3073,22789,3073,25216,22789,3073,25216,20017,80854,244729,,,,,,,,,,,,,,,
2018-04-03,22744,22744,25128,25128,3122,3122,22744,25128,3122,22744,3122,25128,22744,3122,25128,17570,3381,80808,,,,,,,,,,,,,,,
2018-04-04,22492,22492,24682,24682,3078,3078,22492,24682,3078,22492,3078,24682,22492,3078,24682,464598,4362,37849,,,,,,,,,,,,,,,
2018-04-05,22744,22744,25176,25176,3172,3172,22744,25176,3172,22744,3172,25176,22744,3172,25176,28919,3529,139549,,,,,,,,,,,,,,,
2018-04-06,22630,22630,24906,24906,3177,3177,22630,24906,3177,22630,3177,24906,22630,3177,24906,6344,5274,100187,,,,,,,,,,,,,,,
2018-04-09,22776,22776,25012,25012,3157,3157,22776,25012,3157,22776,3157,25012,22776,3157,25012,36904,3998,16961,,,,,,,,,,,,,,,
2018-04-10,22887,22887,24939,24939,3172,3172,22887,24939,3172,22887,3172,24939,22887,3172,24939,396757,2460,35064,,,,,,,,,,,,,,,
2018-04-11,22818,22818,25381,25381,3177,3177,22818,25381,3177,22818,3177,25381,22818,3177,25381,88804,5896,30806,,,,,,,,,,,,,,,
2018-04-12,22789,22789,25899,25899,3078,3078,22789,25899,3078,22789,3078,25899,22789,3078,25899,7382,13583,27075,,,,,,,,,,,,,,,
2018-04-13,22877,22877,26083,26083,3127,3127,22877,26083,3127,22877,3127,26083,22877,3127,26083,1486,5935,14103,,,,,,,,,,,,,,,
2018-04-16,22932,22932,26107,26107,3122,3122,22932,26107,3122,22932,3122,26107,22932,3122,26107,5815,3388,81752,,,,,,,,,,,,,,,
2018-04-17,22904,22904,26093,26093,3192,3192,22904,26093,3192,22904,3192,26093,22904,3192,26093,3106,1823,34807,,,,,,,,,,,,,,,
2018-04-18,23075,23075,26122,26122,3207,3207,23075,26122,3207,23075,3207,26122,23075,3207,26122,51646,4546,17807,,,,,,,,,,,,,,,
2018-04-19,23130,23130,26644,26644,3187,3187,23130,26644,3187,23130,3187,26644,23130,3187,26644,12492,12408,7763,,,,,,,,,,,,,,,
2018-04-20,23105,23105,26188,26188,3212,3212,23105,26188,3212,23105,3212,26188,23105,3212,26188,3703,4097,9265,,,,,,,,,,,,,,,
2018-04-23,23092,23092,25825,25825,3275,3275,23092,25825,3275,23092,3275,25825,23092,3275,25825,3889,4552,31177,,,,,,,,,,,,,,,
2018-04-24,23010,23010,25226,25226,3260,3260,23010,25226,3260,23010,3260,25226,23010,3260,25226,2042,23968,51664,,,,,,,,,,,,,,,
2018-04-25,22853,22853,25093,25093,3227,3227,22853,25093,3227,22853,3227,25093,22853,3227,25093,4904,3745,11920,,,,,,,,,,,,,,,
2018-04-26,23110,23110,25613,25613,3231,3231,23110,25613,3231,23110,3231,25613,23110,3231,25613,6529,14739,22347,,,,,,,,,,,,,,,
2018-04-27,23264,23264,25647,25647,3217,3217,23264,25647,3217,23264,3217,25647,23264,3217,25647,11824,2747,13240,,,,,,,,,,,,,,,
2018-04-30,23474,23474,25229,25229,3305,3305,23474,25229,3305,23474,3305,25229,23474,3305,25229,149595,4235,49149,,,,,,,,,,,,,,,
2018-05-02,23241,23241,25024,25024,3285,3285,23241,25024,3285,23241,3285,25024,23241,3285,25024,189163,2467,17486,,,,,,,,,,,,,,,
2018-05-03,23125,23125,24888,24888,3231,3231,23125,24888,3231,23125,3231,24888,23125,3231,24888,19917,1885,28843,,,,,,,,,,,,,,,
2018-05-04,22990,22990,24634,24634,3245,3245,22990,24634,3245,22990,3245,24634,22990,3245,24634,69018,81596,125221,,,,,,,,,,,,,,,
2018-05-08,22845,22845,24323,24323,3152,3152,22845,24323,3152,22845,3152,24323,22845,3152,24323,10544,5322,50520,,,,,,,,,,,,,,,
2018-05-09,22822,22822,24673,24673,3167,3167,22822,24673,3167,22822,3167,24673,22822,3167,24673,8978,7551,834602,,,,,,,,,,,,,,,
2018-05-10,22961,22961,24936,24936,3172,3172,22961,24936,3172,22961,3172,24936,22961,3172,24936,7699,2676,70882,,,,,,,,,,,,,,,
2018-05-11,23120,23120,25209,25209,3241,3241,23120,25209,3241,23120,3241,25209,23120,3241,25209,228085,2616,11481,,,,,,,,,,,,,,,
2018-05-14,23134,23134,24863,24863,3300,3300,23134,24863,3300,23134,3300,24863,23134,3300,24863,231677,1852,44144,,,,,,,,,,,,,,,
2018-05-15,22966,22966,24918,24918,3275,3275,22966,24918,3275,22966,3275,24918,22966,3275,24918,4399,4839,36332,,,,,,,,,,,,,,,
2018-05-16,22966,22966,24863,24863,3182,3182,22966,24863,3182,22966,3182,24863,22966,3182,24863,940151,3449,20933,,,,,,,,,,,,,,,
2018-05-17,22859,22859,24903,24903,3162,3162,22859,24903,3162,22859,3162,24903,22859,3162,24903,442323,1790,19759,,,,,,,,,,,,,,,
2018-05-18,22953,22953,25234,25234,3117,3117,22953,25234,3117,22953,3117,25234,22953,3117,25234,1759,1814,25380,,,,,,,,,,,,,,,
2018-05-21,23013,23013,25325,25325,3102,3102,23013,25325,3102,23013,3102,25325,23013,3102,25325,5453,3703,8592,,,,,,,,,,,,,,,
2018-05-23,23074,23074,26274,26274,3048,3048,23074,26274,3048,23074,3048,26274,23074,3048,26274,979327,28880,52911,,,,,,,,,,,,,,,
2018-05-24,23022,23022,26196,26196,3048,3048,23022,26196,3048,23022,3048,26196,23022,3048,26196,2703,10382,11099,,,,,,,,,,,,,,,
2018-05-25,22956,22956,26186,26186,2979,2979,22956,26186,2979,22956,2979,26186,22956,2979,26186,66231,18844,34137,,,,,,,,,,,,,,,
2018-05-28,23144,23144,26124,26124,3127,3127,23144,26124,3127,23144,3127,26124,23144,3127,26124,9252,14680,30167,,,,,,,,,,,,,,,
2018-05-29,22868,22868,26109,26109,3053,3053,22868,26109,3053,22868,3053,26109,22868,3053,26109,6474,12693,31994,,,,,,,,,,,,,,,
2018-05-30,22482,22482,26144,26144,2998,2998,22482,26144,2998,22482,2998,26144,22482,2998,26144,91902,12638,9917,,,,,,,,,,,,,,,
2018-05-31,22612,22612,26139,26139,3023,3023,22612,26139,3023,22612,3023,26139,22612,3023,26139,448727,1713,8710,,,,,,,,,,,,,,,
